Jur	G-Key	Company short name	Domicile	CH-VN	ISIN	Sec.type	Princ.floor	Product name	Security prefix	Security suffix	Maturity	EUZS	
XS	GK000381915	JP Morgan SP	730	CH133006753	XS2748333437	6			7 % Reverse Convertible	2024-18.06.24onvertible	18.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006754	XS2748333866	6			8 % Reverse Convertible	2024-21.01.25onvertible	21.01.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006755	XS2748334161	6			8 % Reverse Convertible	2024-17.02.25onvertible	17.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006756	XS2748334245	6			8 % Reverse Convertible	2024-15.08.24onvertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006757	XS2748334328	6			8 % Reverse Convertible	2024-15.08.24onvertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006758	XS2748334591	6			8 % Reverse Convertible	2024-15.08.24onvertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006759	XS2748334674	6			8 % Reverse Convertible	2024-19.02.25onvertible	19.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006760	XS2748334757	6			10 % Reverse Convertible	2024-18.02.25Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006761	XS2748335135	6			9 % Reverse Convertible	2024-18.02.25onvertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006762	XS2748335309	6			15 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006763	XS2748335481	6			10 % Reverse Convertible	2024-18.02.25Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006764	XS2748335648	6			9.29 % Reverse Convertible	2024-18.02.25e Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006765	XS2748336026	6			10 % Reverse Convertible	2024-18.02.25Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006766	XS2748336299	6			15.06 % Reverse Convertible	2024-18.02.25se Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006767	XS2748336372	6			11.89 % Reverse Convertible	2024-15.05.24se Convertible	15.05.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006768	XS2748336455	6			10.3 % Reverse Convertible	2024-18.02.25e Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006769	XS2748336703	6			16 % Reverse Convertible	2024-15.11.24Convertible	15.11.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006770	XS2748336885	6			15 % Reverse Convertible	2024-17.06.24Convertible	17.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006771	XS2748341612	6			11.37 % Reverse Convertible	2024-18.11.24se Convertible	18.11.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006772	XS2748345019	6			6.02 % Reverse Convertible	2024-15.08.24e Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006773	XS2748345522	6			11 % Reverse Convertible	2024-18.02.25Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006774	XS2748345795	6			4.5 % Reverse Convertible	2024-18.02.25 Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006775	XS2748346504	6			14.19 % Reverse Convertible	2024-15.05.24se Convertible	15.05.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006776	XS2748346843	6			30 % Reverse Convertible	2024-15.05.24Convertible	15.05.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006777	XS2748347650	6			12 % Reverse Convertible	2024-15.05.24Convertible	15.05.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006778	XS2748347908	6			10 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006779	XS2748348112	6			12 % Reverse Convertible	2024-17.06.24Convertible	17.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006780	XS2748438707	6			13 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006781	XS2748439184	6			12 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006782	XS2748440356	6			6 % Reverse Convertible	2024-15.11.24onvertible	15.11.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006783	XS2748443376	6			Reverse Convertible	2024-15.08.24rtible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006784	XS2748443459	6			15 % Reverse Convertible	2024-21.06.24Convertible	21.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006785	XS2748443616	6			10 % Reverse Convertible	2024-16.10.24Convertible	16.10.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006786	XS2748444184	6			10 % Reverse Convertible	2024-18.02.25Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006787	XS2748444341	6			12 % Reverse Convertible	2024-17.06.24Convertible	17.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006788	XS2748444424	6			10 % Reverse Convertible	2024-17.06.24Convertible	17.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006789	XS2748444697	6			8 % Reverse Convertible	2024-18.02.26onvertible	18.02.2026	   	
XS	GK000381915	JP Morgan SP	730	CH133006790	XS2748444770	6			10 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006791	XS2748445587	6			10 % Reverse Convertible	2024-17.06.24Convertible	17.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006792	XS2748445744	6			12 % Reverse Convertible	2024-18.02.25Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006793	XS2748445827	6			8 % Reverse Convertible	2024-18.02.25onvertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006794	XS2748446049	6			13.5 % Reverse Convertible	2024-15.11.24e Convertible	15.11.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006795	XS2748446122	6			9.29 % Reverse Convertible	2024-18.02.25e Convertible	18.02.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006796	XS2748446395	6			10 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006797	XS2748446635	6			10 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006798	XS2748446981	6			11.63 % Reverse Convertible	2024-16.10.24se Convertible	16.10.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006799	XS2748447013	6			Reverse Convertible	2024-15.03.24rtible	15.03.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006800	XS2748447369	6			Reverse Convertible	2024-18.03.24rtible	18.03.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006801	XS2748531402	6			15 % Reverse Convertible	2024-15.05.24Convertible	15.05.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006802	XS2748658494	6			9.48 % Reverse Convertible	2024-15.11.24e Convertible	15.11.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006803	XS2748658577	6			9.84 % Reverse Convertible	2024-15.11.24e Convertible	15.11.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006804	XS2748658650	6			15.6 % Reverse Convertible	2024-15.01.25e Convertible	15.01.2025	   	
XS	GK000381915	JP Morgan SP	730	CH133006805	XS2748658734	6			9.6 % Reverse Convertible	2024-17.07.24 Convertible	17.07.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006806	XS2748658817	6			10.08 % Reverse Convertible	2024-15.08.24se Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006807	XS2748661282	6			Reverse Convertible	2024-15.03.24rtible	15.03.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006808	XS2748662090	6			15 % Reverse Convertible	2024-15.08.24Convertible	15.08.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006809	XS2748662173	6			11.41 % Reverse Convertible	2024-17.06.24se Convertible	17.06.2024	   	
XS	GK000381915	JP Morgan SP	730	CH133006810	XS2748663148	6			20.18 % Reverse Convertible	2024-15.08.24se Convertible	15.08.2024	   	
XS	GK000824233	OCBC	846	CH133006811	XS2749103565	6			1 % (pro rata) Reverse Convertible	2024-06.05.24 on PayPal Hldgstible	06.05.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006812	XS2751007498	6			8.89 % Reverse Convertible	2024-08.11.24 on a Baskete	08.11.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006813	XS2751009270	6			10 % Reverse Convertible	2024-07.08.24 on a Basket	07.08.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006814	XS2751009510	6			2.9 % Reverse Convertible	2024-09.02.26 on M'bishi UFJ Finl	09.02.2026	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006815	XS2751009940	6			16 % Reverse Convertible	2024-09.08.24 on a Basket	09.08.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006816	XS2751013629	6			15 % Reverse Convertible	2024-09.08.24 on a Basket	09.08.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006817	XS2751014866	6			20.35 % Reverse Convertible	2024-10.04.24 on a Basketle	10.04.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006818	XS2751020756	6			12 % Reverse Convertible	2024-10.02.25 on a Basket	10.02.2025	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006819	XS2751020830	6			15.02 % Reverse Convertible	2024-10.02.25 on a Basketle	10.02.2025	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006820	XS2751020913	6			20.31 % Reverse Convertible	2024-10.02.25 on a Basketle	10.02.2025	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006821	XS2751022026	6			13.46 % Reverse Convertible	2024-08.11.24 on a Basketle	08.11.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006822	XS2751023347	6			17.25 % Reverse Convertible	2024-09.08.24 on a Basketle	09.08.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006823	XS2751023776	6			14.64 % Reverse Convertible	2024-11.04.24 on a Basketle	11.04.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006824	XS2751023859	6			12 % Reverse Convertible	2024-11.02.25 on a Basket	11.02.2025	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006825	XS2751023933	6			Reverse Convertible	2024-11.02.25 on a Basket	11.02.2025	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006826	XS2751024071	6			12 % Reverse Convertible	2024-09.08.24 on a Basket	09.08.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006827	XS2751024154	6			15 % Reverse Convertible	2024-11.02.25 on a Basket	11.02.2025	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006828	XS2751024238	6			10.46 % Reverse Convertible	2024-09.08.24 on a Basketle	09.08.2024	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006829	XS2751024311	6			11.46 % Reverse Convertible	2024-11.02.25 on a Basketle	11.02.2025	   	
XS	GK000420217	Hongkg&Shangh Bkg	470	CH133006830	XS2751024402	6			16.09 % Reverse Convertible	2024-10.10.24 on a Basketle	10.10.2024	   	
XS	GK000180704	DBS Bank	846	CH133006831	XS2751230991	6			Reverse Convertible	2024-13.05.24rtible	13.05.2024	   	
XS	GK000180704	DBS Bank	846	CH133006833	XS2751277448	6			Reverse Convertible	2024-13.02.29rtible	13.02.2029	   	
XS	GK000180704	DBS Bank	846	CH133006834	XS2751287678	6			Reverse Convertible	2024-13.02.34rtible	13.02.2034	   	
XS	GK000180704	DBS Bank	846	CH133006835	XS2751358446	6			Reverse Convertible	2024-15.05.25rtible	15.05.2025	   	
XS	GK000180704	DBS Bank	846	CH133006836	XS2751358529	6			Reverse Convertible	2024-18.02.25rtible	18.02.2025	   	
XS	GK000180704	DBS Bank	846	CH133006837	XS2751361663	6			Reverse Convertible	2024-15.05.25rtible	15.05.2025	   	
XS	GK000180704	DBS Bank	846	CH133006838	XS2751363446	6			Reverse Convertible	2024-18.02.25rtible	18.02.2025	   	
XS	GK000180704	DBS Bank	846	CH133006839	XS2751363792	6			Reverse Convertible	2024-15.08.24rtible	15.08.2024	   	
XS	GK000180704	DBS Bank	846	CH133006840	XS2751369724	6			Reverse Convertible	2024-15.05.25rtible	15.05.2025	   	
XS	GK000180704	DBS Bank	846	CH133006841	XS2751370060	6			Reverse Convertible	2024-15.03.24rtible	15.03.2024	   	
XS	GK000180704	DBS Bank	846	CH133006842	XS2751372439	6			Reverse Convertible	2024-15.03.24rtible	15.03.2024	   	
XS	GK000180704	DBS Bank	846	CH133006843	XS2751372603	6			Reverse Convertible	2024-15.03.24rtible	15.03.2024	   	
XS	GK000180704	DBS Bank	846	CH133006844	XS2751373080	6			Reverse Convertible	2024-13.06.24rtible	13.06.2024	   	
XS	GK000180704	DBS Bank	846	CH133006845	XS2751379798	6			Reverse Convertible	2024-15.05.25rtible	15.05.2025	   	
XS	GK000180704	DBS Bank	846	CH133006846	XS2751381935	6			Reverse Convertible	2024-17.02.25rtible	17.02.2025	   	
XS	GK000180704	DBS Bank	846	CH133006847	XS2751382586	6			Reverse Convertible	2024-15.05.25rtible	15.05.2025	   	
XS	GK000180704	DBS Bank	846	CH133006848	XS2751382743	6			Reverse Convertible	2024-15.05.25rtible	15.05.2025	   	
XS	GK000180704	DBS Bank	846	CH133006849	XS2751383121	6			Reverse Convertible	2024-17.02.25rtible	17.02.2025	   	
XS	GK000180704	DBS Bank	846	CH133006850	XS2751384285	6			13.8 % Reverse Convertible	2024-10.02.25 on a Baskete	10.02.2025	   	
XS	GK000180704	DBS Bank	846	CH133006851	XS2751386066	6			Reverse Convertible	2024-15.03.24rtible	15.03.2024	   	
XS	GK000180704	DBS Bank	846	CH133006852	XS2751386140	6			Reverse Convertible	2024-15.03.24rtible	15.03.2024	   	
XS	GK000180704	DBS Bank	846	CH133006853	XS2751386652	6			Reverse Convertible	2024-17.02.25rtible	17.02.2025	   	
XS	GK000180704	DBS Bank	846	CH133006854	XS2751406195	6			1.875 % (pro rata) Reverse Convertible	2024-11.06.24 on COINBASE GLBnvertible	11.06.2024	   	
XS	GK000180704	DBS Bank	846	CH133006855	XS2751424099	6			1.7384 % (pro rata) Reverse Convertible	2024-08.11.24 on a Basketse Convertible	08.11.2024	   	
XS	GK000180704	DBS Bank	846	CH133006856	XS2751436424	6			0.9167 % (pro rata) Reverse Convertible	2024-08.08.24 on a Basketse Convertible	08.08.2024	   	
XS	GK000637212	Citigroup	576	CH133006857	XS2752669734	6			1.6667 % (pro rata) Reverse Convertible	2024-09.08.24 on a Basketse Convertible	09.08.2024	   	
XS	GK000637212	Citigroup	576	CH133006858	XS2752670401	6			0.945 % (pro rata) Reverse Convertible	2024-09.05.24 on a Baskete Convertible	09.05.2024	   	
XS	GK000637212	Citigroup	576	CH133006859	XS2752676861	6			1.5833 % (pro rata) Reverse Convertible	2024-06.08.24 on a Basketse Convertible	06.08.2024	   	
XS	GK000637212	Citigroup	576	CH133006860	XS2752677596	6			1 % (pro rata) Reverse Convertible	2024-09.05.24 on a Basketnvertible	09.05.2024	   	
XS	GK000637212	Citigroup	576	CH133006861	XS2752678990	6			3.125 % (pro rata) Reverse Convertible	2024-07.08.24 on a Baskete Convertible	07.08.2024	   	
XS	GK000637212	Citigroup	576	CH133006862	XS2752686233	6			31.25 % (pro rata) Reverse Convertible	2024-07.08.24 on a Baskete Convertible	07.08.2024	   	
XS	GK000832186	Citigroup Glbl	333	CH133006863	XS2752786967	6			0.8333 % (pro rata) Reverse Convertible	2024-12.11.24 on Newmont Miningvertible	12.11.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006864	XS2754493265	6			0.6667 % (pro rata) Reverse Convertible	2024-09.10.24 on a Basketse Convertible	09.10.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006865	XS2754494073	6			0.8333 % (pro rata) Reverse Convertible	2024-09.10.24 on a Basketse Convertible	09.10.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006866	XS2754494156	6			0.6667 % (pro rata) Reverse Convertible	2024-08.08.24 on a Basketse Convertible	08.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006867	XS2754494230	6			0.8333 % (pro rata) Reverse Convertible	2024-09.10.24 on a Basketse Convertible	09.10.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006868	XS2754494313	6			0.8333 % (pro rata) Reverse Convertible	2024-09.10.24 on a Basketse Convertible	09.10.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006869	XS2754494669	6			1 % (pro rata) Reverse Convertible	2024-08.08.24 on a Basketnvertible	08.08.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006870	XS2754495476	6			Reverse Convertible	2024-06.05.24 on Alphabet A US	06.05.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006871	XS2754495559	6			Reverse Convertible	2024-06.05.24 on Microsoft	06.05.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006872	XS2754495807	6			Reverse Convertible	2024-06.05.24 on Microsoft	06.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006873	XS2754496011	6			0.8467 % (pro rata) Reverse Convertible	2024-08.08.24 on a Basketse Convertible	08.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006874	XS2754498140	6			1.37 % (pro rata) Reverse Convertible	2024-13.06.24 on NVIDIAse Convertible	13.06.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006875	XS2754500069	6			0.7583 % (pro rata) Reverse Convertible	2024-08.08.24 on a Basketse Convertible	08.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006876	XS2754508716	6			0.6667 % (pro rata) Reverse Convertible	2024-09.08.24 on a Basketse Convertible	09.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006877	XS2754508807	6			0.8333 % (pro rata) Reverse Convertible	2024-10.04.24 on a Basketse Convertible	10.04.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006878	XS2754511264	6			1.25 % (pro rata) Reverse Convertible	2024-11.06.24 on a Basket Convertible	11.06.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006879	XS2754511348	6			1.2075 % (pro rata) Reverse Convertible	2024-09.05.24 on a Basketse Convertible	09.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006880	XS2754511421	6			0.75 % (pro rata) Reverse Convertible	2024-10.04.24 on iSh 20+Y Trs Bdtible	10.04.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006881	XS2754512585	6			0.6667 % (pro rata) Reverse Convertible	2024-11.06.24 on a Basketse Convertible	11.06.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006882	XS2754512668	6			0.6667 % (pro rata) Reverse Convertible	2024-10.07.24 on a Basketse Convertible	10.07.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006883	XS2754512742	6			0.8333 % (pro rata) Reverse Convertible	2024-12.08.24 on a Basketse Convertible	12.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006884	XS2754513047	6			0.6667 % (pro rata) Reverse Convertible	2024-11.06.24 on a Basketse Convertible	11.06.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006885	XS2754513120	6			0.8333 % (pro rata) Reverse Convertible	2024-09.10.24 on a Basketse Convertible	09.10.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006886	XS2754513393	6			0.75 % (pro rata) Reverse Convertible	2024-09.05.24 on a Basket Convertible	09.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006887	XS2754513476	6			0.8333 % (pro rata) Reverse Convertible	2024-11.06.24 on a Basketse Convertible	11.06.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006888	XS2754513559	6			0.8333 % (pro rata) Reverse Convertible	2024-11.09.24 on a Basketse Convertible	11.09.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006889	XS2754513633	6			0.8333 % (pro rata) Reverse Convertible	2024-11.09.24 on a Basketse Convertible	11.09.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006890	XS2754513716	6			1 % (pro rata) Reverse Convertible	2024-11.06.24 on a Basketnvertible	11.06.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006891	XS2754513807	6			0.6667 % (pro rata) Reverse Convertible	2024-09.08.24 on a Basketse Convertible	09.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006892	XS2754514011	6			0.8333 % (pro rata) Reverse Convertible	2024-09.05.24 on a Basketse Convertible	09.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006893	XS2754514102	6			0.8808 % (pro rata) Reverse Convertible	2024-09.05.24 on a Basketse Convertible	09.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006894	XS2754514284	6			0.8808 % (pro rata) Reverse Convertible	2024-09.05.24 on a Basketse Convertible	09.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006895	XS2754514367	6			0.6667 % (pro rata) Reverse Convertible	2024-09.05.24 on a Basketse Convertible	09.05.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006896	XS2754519838	6			1.5 % (pro rata) Reverse Convertible	2024-09.05.24 on a BasketConvertible	09.05.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006897	XS2754548423	6			1.5617 % (pro rata) Reverse Convertible	2024-06.09.24 on a Basketse Convertible	06.09.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006898	XS2754549587	6			Reverse Convertible	2024-07.11.24 on a Basket	07.11.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006899	XS2754549660	6			1.655 % (pro rata) Reverse Convertible	2024-07.11.24 on a Baskete Convertible	07.11.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006900	XS2754549744	6			Reverse Convertible	2024-07.11.24 on a Basket	07.11.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006901	XS2754549827	6			1.62 % (pro rata) Reverse Convertible	2024-06.02.25 on a Basket Convertible	06.02.2025	   	
XS	GK000408308	Mor Stan & Co	402	CH133006902	XS2754559115	6			1.1858 % (pro rata) Reverse Convertible	2024-08.08.24 on a Basketse Convertible	08.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006903	XS2754572480	6			0.6667 % (pro rata) Reverse Convertible	2024-08.08.24 on a Basketse Convertible	08.08.2024	   	
XS	GK000408308	Mor Stan & Co	402	CH133006905	XS2754589880	6			1 % (pro rata) Reverse Convertible	2024-11.06.24 on a Basketnvertible	11.06.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006906	XS2754593999	6			0.5 % (pro rata) Reverse Convertible	2024-09.08.24 on a BasketConvertible	09.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006907	XS2754597396	6			1.25 % (pro rata) Reverse Convertible	2024-11.06.24 on SNOWerse Convertible	11.06.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006908	XS2754598956	6			0.5 % (pro rata) Reverse Convertible	2024-09.08.24 on a BasketConvertible	09.08.2024	   	
XS	GK000132636	Morgan Stanley	730	CH133006909	XS2754599251	6			1.25 % (pro rata) Reverse Convertible	2024-11.06.24 on SNOWerse Convertible	11.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006910	XS2756141730	6			8 % Reverse Convertible	2024-13.05.24 on iSh 20+Y Trs Bd	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006911	XS2756141813	6			10 % Reverse Convertible	2024-12.06.24 on a Basket	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006912	XS2756141904	6			11 % Reverse Convertible	2024-12.06.24 on a Basket	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006913	XS2756143199	6			Reverse Convertible	2024-13.08.24 on a Basket	13.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006914	XS2756143355	6			8 % Reverse Convertible	2024-14.05.24 on a Basket	14.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006915	XS2756150137	6			12 % Reverse Convertible	2024-12.02.25 on a Basket	12.02.2025	   	
XS	GK000365893	HSBC BANK	402	CH133006916	XS2756180639	6			Reverse Convertible	2024-12.06.24 on a Basket	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006917	XS2756267832	6			10 % Reverse Convertible	2024-12.02.26 on a Basket	12.02.2026	   	
XS	GK000365893	HSBC BANK	402	CH133006918	XS2756267915	6			10 % Reverse Convertible	2024-12.08.24 on Taiwan Semi Sp ADR	12.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006919	XS2756276155	6			12 % Reverse Convertible	2024-12.08.24 on a Basket	12.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006920	XS2756276825	6			15 % Reverse Convertible	2024-12.02.25 on a Basket	12.02.2025	   	
XS	GK000365893	HSBC BANK	402	CH133006921	XS2756277047	6			12 % Reverse Convertible	2024-12.11.24 on a Basket	12.11.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006922	XS2756280181	6			12 % Reverse Convertible	2024-12.04.24 on Meituan Dianpi-B	12.04.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006923	XS2756285651	6			12 % Reverse Convertible	2024-12.06.24 on a Basket	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006924	XS2756300559	6			8 % Reverse Convertible	2024-13.05.24 on a Basket	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006925	XS2756300633	6			8 % Reverse Convertible	2024-13.05.24 on a Basket	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006926	XS2756300716	6			8 % Reverse Convertible	2024-13.05.24 on a Basket	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006927	XS2756322793	6			12 % Reverse Convertible	2024-12.06.24 on PayPal Hldgs	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006928	XS2756323338	6			15 % Reverse Convertible	2024-12.02.25 on a Basket	12.02.2025	   	
XS	GK000365893	HSBC BANK	402	CH133006929	XS2756323411	6			12.5 % Reverse Convertible	2024-13.05.24 on Microsoft	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006930	XS2756323502	6			12 % Reverse Convertible	2024-13.05.24 on a Basket	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006931	XS2756333139	6			Reverse Convertible	2024-12.06.24 on a Basket	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006932	XS2756341587	6			20 % Reverse Convertible	2024-12.02.25 on a Basket	12.02.2025	   	
XS	GK000365893	HSBC BANK	402	CH133006933	XS2756341827	6			8 % Reverse Convertible	2024-12.06.24 on a Basket	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006934	XS2756545310	6			Reverse Convertible	2024-12.06.24 on a Basket	12.06.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006935	XS2756711425	6			20 % Reverse Convertible	2024-13.08.24 on Nio Sp ADS -A-	13.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006936	XS2756711771	6			12 % Reverse Convertible	2024-13.05.24 on BYD -H-	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006937	XS2756712159	6			12 % Reverse Convertible	2024-13.05.24 on Ping An Ins -H-	13.05.2024	   	
XS	GK000365893	HSBC BANK	402	CH133006939	XS2756849886	6			9 % Reverse Convertible	2024-14.02.25 on a Basket	14.02.2025	   	
XS	GK000365893	HSBC BANK	402	CH133006940	XS2756850033	6			15 % Reverse Convertible	2024-14.08.24 on a Basket	14.08.2024	   	
